29.9599,3310
28.4619,3341
27.0388,3257
25.6869,3289
24.4026,3074
23.1824,3136
22.0233,3202
20.9221,3196
19.876,3180
18.8822,2998
17.9381,3097
17.0412,3149
16.1892,3083
15.3797,3010
14.6107,3022
13.8802,2763
13.1862,2784
12.5269,2878
11.9005,2890
11.3055,2722
10.7402,2903
10.2032,2804
9.69304,2873
9.20839,2601
8.74797,2667
8.31057,2627
7.89504,2673
7.50029,2530
7.12528,2571
6.76901,2431
6.43056,2326
6.10903,2331
5.80358,2188
5.5134,2196
5.23773,2188
4.97585,2175
4.72705,2144
4.4907,2032
4.26617,1961
4.05286,1968
3.85022,1854
3.6577,1867
3.47482,1872
3.30108,1804
3.13602,1886
2.97922,1779
2.83026,1732
2.68875,1689
2.55431,1592
2.4266,1551
2.30527,1532
2.19,1480
2.0805,1509
1.97648,1513
1.87765,1476
1.78377,1496
1.69458,1426
1.60985,1373
1.52936,1368
1.45289,1363
1.38025,1332
1.31124,1294
1.24567,1271
1.18339,1266
1.12422,1227
1.06801,1172
1.01461,1149
0.963878,1140
0.915684,1129
0.8699,1104
0.826405,1090
0.785085,1083
0.745831,1063
0.708539,1045
0.673112,1036
0.639456,1031
0.607484,1022
0.577109,1022
0.548254,1028
0.520841,1027
0.494799,1019
0.470059,1016
0.446556,1008
0.424228,1006
0.403017,987
0.382866,978
0.363723,971
0.345537,968
0.32826,968
0.311847,965
0.296255,963
0.281442,957
0.26737,955
0.254001,952
0.241301,947
0.229236,946
0.217774,942
0.206886,939
0.196541,937
0.186714,935
0.177379,935
0.16851,934
0.160084,933
0.15208,931
0.144476,928
0.137252,928
0.130389,926
0.12387,926
0.117677,924
0.111793,920
0.106203,920
0.100893,919
0.0958482,917
0.0910558,916
0.086503,914
0.0821779,910
0.078069,910
0.0741655,909
0.0704573,909
0.0669344,909
0.0635877,909
0.0604083,909
0.0573879,908
0.0545185,908
0.0517926,908
0.0492029,908
0.0467428,908
0.0444056,908
0.0421854,906
0.0400761,906
0.0380723,906
0.0361687,906
0.0343602,906
0.0326422,905
0.0310101,904
0.0294596,902
0.0279866,902
0.0265873,901
0.0252579,900
0.023995,900
0.0227953,900
0.0216555,900
0.0205727,897
0.0195441,897
0.0185669,897
0.0176386,897
0.0167566,897
0.0159188,895
0.0151229,895
0.0143667,895
0.0136484,895
0.012966,894
0.0123177,894
0.0117018,894
0.0111167,893
0.0105609,893
0.0100328,891
0.00953117,891
0.00905461,890
0.00860188,890
0.00817179,888
0.0077632,888
0.00737504,888
0.00700628,888
0.00665597,887
0.00632317,886
0.00600701,886
0.00570666,886
0.00542133,886
0.00515026,886
0.00489275,884
0.00464811,884
0.00441571,884
0.00419492,884
0.00398517,884
0.00378592,884
0.00359662,884
0.00341679,884
0.00324595,884
0.00308365,884
0.00292947,884
0.002783,884
0.00264385,884
0.00251165,884
0.00238607,884
0.00226677,883
0.00215343,883
0.00204576,882
0.00194347,882
0.0018463,882
0.00175398,882
0.00166628,882
0.00158297,882
0.00150382,882
0.00142863,882
0.0013572,882
0.00128934,882
0.00122487,882
0.00116363,882
0.00110545,882
0.00105017,882
0.000997665,881
0.000947781,881
0.000900392,881
0.000855373,881
0.000812604,881
0.000771974,880
0.000733375,880
0.000696706,879
0.000661871,879
0.000628777,879
0.000597339,879
0.000567472,879
0.000539098,879
0.000512143,879
0.000486536,879
0.000462209,879
0.000439099,879
0.000417144,878
0.000396287,877
0.000376472,877
0.000357649,877
0.000339766,876
0.000322778,876
0.000306639,876
0.000291307,876
0.000276742,875
0.000262905,875
0.000249759,875
0.000237271,873
0.000225408,873
0.000214137,873
0.000203431,873
0.000193259,873
0.000183596,873
0.000174416,872
0.000165695,872
0.000157411,872
0.00014954,872
0.000142063,872
0.00013496,872
0.000128212,872
0.000121801,872
0.000115711,872
0.000109926,872
0.000104429,872
9.9208e-005,872
9.42476e-005,872
8.95352e-005,872
8.50584e-005,872
8.08055e-005,872
